plateId,wellId,mutant,geneLocus,function,umap1,umap2,functionalGroup,dotColor
Plate2_Drawer6 27-Aug-2025 16-58-44,F7,pabC,VC_2018,"4-amino-4-deoxychorismate lyase; Involved in the biosynthesis of p-aminobenzoate (PABA), a precursor of tetrahydrofolate. Converts 4-amino-4-deoxychorismate into 4-aminobenzoate (PABA) and pyruvate (By similarity).",8.323906,7.28976,Unclassified,#ff00c3
Plate2_Drawer6 27-Aug-2025 16-58-44,F8,lexA,VC_0092,"LexA repressor; Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair.",9.421201,5.649663,Unclassified,#ff00c3
Plate2_Drawer6 27-Aug-2025 16-58-44,F9,VC_2271,VC_2271,"Riboflavin-specific deaminase; Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'- phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)-pyrimidinedione 5'- phosphate; In the C-terminal section; belongs to the HTP reductase family.",10.890125,5.5357127,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A1,flgK,VC_2191,Flagellar hook-associated protein FlgM; Similar to PID:2443633; identified by sequence similarity; putative. HOOK FILSMENT JUNCTION,10.854976,10.134139,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A10,VC_2523,VC_2523,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.5556536,7.412064,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A11,fliR,VC_2121,Flagellar biosynthetic protein FliR; Role in flagellar biosynthesis. Belongs to the FliR/MopE/SpaR family.,8.660794,-0.73932976,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A12,argR,VC_0431,Arginine repressor; Regulates arginine biosynthesis genes.,9.418074,7.651242,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A2,flrB,VC_2136,Sensory box sensor histidine kinase; Similar to PID:2338728; identified by sequence similarity; putative.,7.3955297,0.49613938,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A3,rjg,VC_0264,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.030578,9.04318,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A4,fliA,VC_2066,RNA polymerase sigma factor for flagellar operon FliA; Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor controls the expression of flagella-related genes; Belongs to the sigma-70 factor family. FliA subfamily.,9.469659,-0.49765423,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A5,flgM,VC_2204,"Negative regulator of flagellin synthesis FlgM, putative; Similar to GB:L14437 SP:P39809 PID:451869 PID:1762336 GB:AL009126; identified by sequence similarity; putative.",9.406264,7.4979267,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A6,flrA,VC_2137,Sigma-54 dependent transcriptional activator; Similar to PID:2338727; identified by sequence similarity; putative.,10.233297,-1.4601649,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,A7,VC_1291,VC_1291,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.491247,7.4971647,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A8,thiI,VC_0894,"Thiamin biosynthesis protein ThiI; Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS.",8.508533,10.219662,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,A9,flhB,VC_2120,"Flagellar biosynthetic protein FlhB; Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin; Belongs to the type III secretion exporter family.",6.97294,0.61905605,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,B10,wbeN,VC_0251,Acyl protein synthase/acyl-CoA reductase RfbN; Similar to GB:X59554 PID:48393; identified by sequence similarity; putative.,9.909544,4.3922176,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 29-Aug-2025 11-38-09,B11,wbeL,VC_0249,rfbL protein; Similar to GB:X59554 PID:48391; identified by sequence similarity; putative.,2.13736,-0.292475,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 29-Aug-2025 11-38-09,B12,pstB1,VC_0726,"Phosphate ABC transporter, ATP-binding protein; Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily. Phosphate importer (TC 3.A.1.7) family.",9.315112,10.101036,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,B4,VC_A0146,VC_A0146,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.588009,5.728266,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,B5,VC_0289,VC_0289,Gluconate utilization system gnt-I transcriptional repressor; Similar to PID:1304069; identified by sequence similarity; putative.,9.530388,10.846109,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,B6,VC_A0005,VC_A0005,Hypothetical protein; Identified by Glimmer2; putative.,7.5716963,6.9072814,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,B8,mltF,VC_0866,"Transglycosylase, Slt family; Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella. In the N-terminal section; belongs to the bacterial solute- binding protein 3 family.",7.2987466,4.4640093,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,B9,VC_A0726,VC_A0726,"Molybdenum ABC transporter, periplasmic molybdenum-binding protein; Similar to GB:L34009 SP:P37329 PID:504498 PID:973214 PID:1147817; identified by sequence similarity; putative.",8.577329,7.2262425,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C1,VC_1885,VC_1885,Hypothetical protein; Identified by Glimmer2; putative.,2.6656613,6.2047515,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C10,flgF,VC_2196,Flagellar basal-body rod protein FlgF; Similar to GB:U00096 SP:P75938 PID:1787317; identified by sequence similarity; putative; Belongs to the flagella basal body rod proteins family.,9.624572,-0.53944445,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,C11,VC_2441,VC_2441,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.215626,4.747192,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C12,VC_1710,VC_1710,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.648854,9.568706,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C2,aroQ,VC_0297,3-dehydroquinate dehydratase; Catalyzes a trans-dehydration via an enolate intermediate. Belongs to the type-II 3-dehydroquinase family.,5.853923,2.8092618,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C3,VC_1359,VC_1359,"Amino acid ABC transporter, ATP-binding protein; Similar to PID:1154897; identified by sequence similarity; putative.",4.9994273,-4.191907,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C4,VC_A0328,VC_A0328,"Biphenyl-2,3-diol 1,2-dioxygenase III-related protein; Similar to GB:X75635 SP:P47233 PID:473121; identified by sequence similarity; putative.",9.908804,8.717998,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C5,VC_1350,VC_1350,"Antioxidant, putative; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides; Belongs to the peroxiredoxin family. Prx5 subfamily.",10.470953,7.681109,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C6,manB,VC_0242,Phosphomannomutase; Involved in GDP-mannose biosynthesis which serves as the activated sugar nucleotide precursor for mannose residues in cell surface polysaccharides; Belongs to the phosphohexose mutase family.,10.114542,4.217199,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 29-Aug-2025 11-38-09,C7,mrcA,VC_2635,Penicillin-binding protein 1A; Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross- linking of the peptide subunits).,8.9397955,1.3362226,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C8,VC_A0079,VC_A0079,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.052406,0.5128071,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,C9,potA,VC_1428,"Spermidine/putrescine ABC transporter, ATP-binding protein; Part of the ABC transporter complex PotABCD involved in spermidine/putrescine import. Responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily. Spermidine/putrescine importer (TC 3.A.1.11.1) family.",10.648723,1.8594956,Polyamine Import,#14f7f0
Plate2_Drawer6 29-Aug-2025 11-38-09,D1,VC_A0340,VC_A0340,Hypothetical protein; Identified by Glimmer2; putative.,10.666715,8.972264,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,D10,bioD,VC_1115,"Dethiobiotin synthetase; Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8- diaminopelargonic acid (DAPA) to form an ureido ring.",4.770697,-6.091606,Biotin Biosynthesis,#ff9f1c
Plate2_Drawer6 29-Aug-2025 11-38-09,D11,flaA,VC_2188,Flagellin core protein A; Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella. FlaA is required to form a core or scaffold into which the other flagellins are inserted to provide structural integrity. Essential for flagellar synthesis and motility; important for full virulence.,9.190272,-1.2235655,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,D12,wavL,VC_0239,Conserved hypothetical protein; Identified by Glimmer2; putative.,3.6216385,-0.3160882,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 29-Aug-2025 11-38-09,D2,VC_0745,VC_0745,Inositol monophosphate family protein; Similar to GB:M34828 SP:P22783 PID:147899 GB:U00096 PID:1788882; identified by sequence similarity; putative; Belongs to the inositol monophosphatase superfamily.,7.1446805,3.0598953,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,D3,VC_2485,VC_2485,"Transcriptional regulator, LysR family; Similar to GB:D10483 SP:P10151 GB:M21150 PID:1128961 PID:146605; identified by sequence similarity; putative; Belongs to the LysR transcriptional regulatory family.",9.194248,3.137202,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,D4,rimO,VC_2620,Conserved hypothetical protein; Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12; Belongs to the methylthiotransferase family. RimO subfamily.,10.064301,11.41292,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,D5,bioA,VC_1111,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase; Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. BioA subfamily.",4.916742,-5.21461,Biotin Biosynthesis,#ff9f1c
Plate2_Drawer6 29-Aug-2025 11-38-09,D6,wbeT,VC_0259,Lipopolysaccharide biosynthesis protein RfbV; Similar to GB:X59554 PID:48400 PID:1929424; identified by sequence similarity; putative.,4.8457165,-4.015756,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 29-Aug-2025 11-38-09,D7,VC_0929,VC_0929,Hypothetical protein; Identified by Glimmer2; putative.,10.82533,5.703779,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,D8,flgT,VC_2208,Hypothetical protein; Identified by Glimmer2; putative.,10.965099,-2.2217302,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,D9,glyA1,VC_0941,"Serine hydroxymethyltransferase; Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism.",7.0293303,2.9937286,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E1,VC_1003,VC_1003,Bacteriocin production protein; Similar to GB:J01666 SP:P08550 PID:146367 PID:147415 GB:U00096; identified by sequence similarity; putative.,5.042828,0.5547897,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E10,flgA,VC_2203,"Flagellar protein, putative; Similar to PID:1272364; identified by sequence similarity; putative.",11.563412,4.6756988,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,E11,VC_A0187,VC_A0187,Hypothetical protein; Identified by Glimmer2; putative.,9.28641,4.6963024,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E12,VC_1652,VC_1652,Response regulator VieA; Similar to GP:3123891; identified by sequence similarity; putative.,8.049143,9.589135,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E2,fliL,VC_2130,Flagellum-specific ATP synthase FliI; Similar to PID:1071643 SP:P52612 GB:U00096 PID:1736607 PID:1788251; identified by sequence similarity; putative.,9.904098,-1.3985256,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,E3,pdhE2,VC_2413,"Pyruvate dehydrogenase, E2 component, dihydrolipoamide acetyltransferase; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).",4.551786,1.167591,Pyruvate Flux,#39ff14
Plate2_Drawer6 29-Aug-2025 11-38-09,E4,VC_0134,VC_0134,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.028299,10.236691,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E5,grx,VC_1146,Glutaredoxin 1; Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins (By similarity).,10.334913,11.517447,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E6,cheW,VC_2059,Purine-binding chemotaxis protein CheW; Similar to GB:M13462 SP:P07365 PID:145520 GB:U00096 PID:1736540; identified by sequence similarity; putative.,11.6064005,4.8667045,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,E7,nfuA,VC_2720,"Conserved hypothetical protein; Involved in iron-sulfur cluster biogenesis. Binds a 4Fe-4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe/S proteins. Could also act as a scaffold/chaperone for damaged Fe/S proteins.",6.9586935,3.5893602,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E8,groS2,VC_A0819,"Chaperonin, 10 Kd subunit; Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter.",10.580664,11.0251465,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,E9,potD1,VC_1424,"Spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein; Required for the activity of the bacterial periplasmic transport system of putrescine; Belongs to the bacterial solute-binding protein PotD/PotF family.",8.893936,1.6892236,Polyamine Import,#14f7f0
Plate2_Drawer6 29-Aug-2025 11-38-09,F1,bioF,VC_1113,"8-amino-7-oxononanoate synthase; Catalyzes the decarboxylative condensation of pimeloyl-[acyl- carrier protein] and L-alanine to produce 8-amino-7-oxononanoate (AON), [acyl-carrier protein], and carbon dioxide.",4.842663,-5.7253695,Biotin Biosynthesis,#ff9f1c
Plate2_Drawer6 29-Aug-2025 11-38-09,F10,WT,WT,,8.89477,10.070571,WT,#000000
Plate2_Drawer6 29-Aug-2025 11-38-09,F2,flgO,VC_2207,Hypothetical protein; Identified by Glimmer2; putative.,9.255878,1.4625562,Motility,#ff0004
Plate2_Drawer6 29-Aug-2025 11-38-09,F3,hslO,VC_2736,Conserved hypothetical protein; Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress.,8.0899105,6.6381845,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,F4,bioC,VC_1114,Biotin synthesis protein BioC; Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl-L- methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway.,4.9016056,-5.8525085,Biotin Biosynthesis,#ff9f1c
Plate2_Drawer6 29-Aug-2025 11-38-09,F5,dnaN,VC_0013,"DNA polymerase III, beta chain; Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP- independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria; Pol III exhibits 3'-5' exonuclease proofreading activity. The beta chain is required for initiation of r [...] ",10.416315,9.006371,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,F6,mutH,VC_0668,DNA mismatch repair protein MutH; Sequence-specific endonuclease that cleaves unmethylated GATC sequences. It is involved in DNA mismatch repair; Belongs to the MutH family.,7.4562616,6.7670674,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,F7,pabC,VC_2018,"4-amino-4-deoxychorismate lyase; Involved in the biosynthesis of p-aminobenzoate (PABA), a precursor of tetrahydrofolate. Converts 4-amino-4-deoxychorismate into 4-aminobenzoate (PABA) and pyruvate (By similarity).",7.757157,5.752561,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,F8,lexA,VC_0092,"LexA repressor; Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair.",7.665078,4.513531,Unclassified,#ff00c3
Plate2_Drawer6 29-Aug-2025 11-38-09,F9,VC_2271,VC_2271,"Riboflavin-specific deaminase; Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'- phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)-pyrimidinedione 5'- phosphate; In the C-terminal section; belongs to the HTP reductase family.",9.154625,4.106406,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A1,flgK,VC_2191,Flagellar hook-associated protein FlgM; Similar to PID:2443633; identified by sequence similarity; putative. HOOK FILSMENT JUNCTION,10.67706,9.522862,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A10,VC_2523,VC_2523,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.6314483,7.1254215,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A11,fliR,VC_2121,Flagellar biosynthetic protein FliR; Role in flagellar biosynthesis. Belongs to the FliR/MopE/SpaR family.,8.241688,-0.20348096,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A12,argR,VC_0431,Arginine repressor; Regulates arginine biosynthesis genes.,7.215592,6.7551413,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A2,flrB,VC_2136,Sensory box sensor histidine kinase; Similar to PID:2338728; identified by sequence similarity; putative.,8.45351,0.14092158,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A3,rjg,VC_0264,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.165622,8.735652,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A4,fliA,VC_2066,RNA polymerase sigma factor for flagellar operon FliA; Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor controls the expression of flagella-related genes; Belongs to the sigma-70 factor family. FliA subfamily.,8.812653,0.05862608,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A5,flgM,VC_2204,"Negative regulator of flagellin synthesis FlgM, putative; Similar to GB:L14437 SP:P39809 PID:451869 PID:1762336 GB:AL009126; identified by sequence similarity; putative.",7.8978906,7.784594,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A6,flrA,VC_2137,Sigma-54 dependent transcriptional activator; Similar to PID:2338727; identified by sequence similarity; putative.,11.140472,4.0633016,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,A7,VC_1291,VC_1291,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.518434,6.221157,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A8,thiI,VC_0894,"Thiamin biosynthesis protein ThiI; Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS.",8.28231,9.90393,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,A9,flhB,VC_2120,"Flagellar biosynthetic protein FlhB; Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin; Belongs to the type III secretion exporter family.",8.053492,0.015149308,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,B1,aroE,VC_0056,"Shikimate 5-dehydrogenase; Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA).",7.7552605,8.344852,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B10,wbeN,VC_0251,Acyl protein synthase/acyl-CoA reductase RfbN; Similar to GB:X59554 PID:48393; identified by sequence similarity; putative.,10.635552,8.809476,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 31-Jul-2025 10-59-37,B11,wbeL,VC_0249,rfbL protein; Similar to GB:X59554 PID:48391; identified by sequence similarity; putative.,2.4808133,-0.33843306,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 31-Jul-2025 10-59-37,B12,pstB1,VC_0726,"Phosphate ABC transporter, ATP-binding protein; Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily. Phosphate importer (TC 3.A.1.7) family.",8.011974,9.10987,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B4,VC_A0146,VC_A0146,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.141563,9.598271,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B5,VC_0289,VC_0289,Gluconate utilization system gnt-I transcriptional repressor; Similar to PID:1304069; identified by sequence similarity; putative.,7.2938933,8.022911,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B6,VC_A0005,VC_A0005,Hypothetical protein; Identified by Glimmer2; putative.,7.0756826,6.673824,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B8,mltF,VC_0866,"Transglycosylase, Slt family; Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella. In the N-terminal section; belongs to the bacterial solute- binding protein 3 family.",9.839714,5.9029427,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,B9,VC_A0726,VC_A0726,"Molybdenum ABC transporter, periplasmic molybdenum-binding protein; Similar to GB:L34009 SP:P37329 PID:504498 PID:973214 PID:1147817; identified by sequence similarity; putative.",8.056216,7.251497,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C1,VC_1885,VC_1885,Hypothetical protein; Identified by Glimmer2; putative.,2.8199801,6.301581,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C10,flgF,VC_2196,Flagellar basal-body rod protein FlgF; Similar to GB:U00096 SP:P75938 PID:1787317; identified by sequence similarity; putative; Belongs to the flagella basal body rod proteins family.,8.983859,0.0059810746,Motility,#ff0004
Plate2_Drawer6 31-Jul-2025 10-59-37,C11,VC_2441,VC_2441,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.0594344,4.9152975,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C12,VC_1710,VC_1710,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.1075826,7.5214953,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C2,aroQ,VC_0297,3-dehydroquinate dehydratase; Catalyzes a trans-dehydration via an enolate intermediate. Belongs to the type-II 3-dehydroquinase family.,5.874935,2.8458252,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C3,VC_1359,VC_1359,"Amino acid ABC transporter, ATP-binding protein; Similar to PID:1154897; identified by sequence similarity; putative.",4.9321656,-4.206245,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C4,VC_A0328,VC_A0328,"Biphenyl-2,3-diol 1,2-dioxygenase III-related protein; Similar to GB:X75635 SP:P47233 PID:473121; identified by sequence similarity; putative.",10.462668,8.42818,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C5,VC_1350,VC_1350,"Antioxidant, putative; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides; Belongs to the peroxiredoxin family. Prx5 subfamily.",9.373342,7.633384,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C6,manB,VC_0242,Phosphomannomutase; Involved in GDP-mannose biosynthesis which serves as the activated sugar nucleotide precursor for mannose residues in cell surface polysaccharides; Belongs to the phosphohexose mutase family.,10.08558,4.197301,O-Antigen Biosynthesis,#0096ff
Plate2_Drawer6 31-Jul-2025 10-59-37,C7,mrcA,VC_2635,Penicillin-binding protein 1A; Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross- linking of the peptide subunits).,10.269809,1.8686688,Unclassified,#ff00c3
Plate2_Drawer6 31-Jul-2025 10-59-37,C8,VC_A0079,VC_A0079,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.019348,-1.3221563,Unclassified,#ff00c3
